X,Y,type,icon_url
27.8874657412053,39.6472794232659,,./0.png
27.8874453725454,39.647260812559,,./0.png
27.8874187610717,39.6472517471445,,./0.png
27.8873778691341,39.6472487411311,,./0.png
27.887524075895,39.647211121192,,./0.png
27.8874876829086,39.6472011006765,,./0.png
27.8874405411273,39.6471955105754,,./0.png
27.8872763107344,39.6472127853245,,./0.png
27.8873058767169,39.647209813167,,./0.png
27.8873158843794,39.6472516176892,,./0.png
27.8873373273287,39.6472499662974,,./0.png
27.8872812978926,39.6472555436334,,./0.png
27.8872440923514,39.6472166931672,,./0.png
27.8872487790915,39.6472591104857,,./0.png
27.8872215811738,39.6472620645397,,./0.png
27.8872080214357,39.6472202871423,,./0.png
27.8871979906576,39.647265394687,,./0.png
27.8871630779336,39.6472264699171,,./0.png
27.8871253804103,39.6472301907198,,./0.png
27.8870922514496,39.6472342577468,,./0.png
27.8870492562841,39.6472384956229,,./0.png
27.8870045364345,39.6472429376695,,./0.png
27.8869906286857,39.647245332458,,./0.png
27.8868125171508,39.6472650966433,,./0.png
27.8867804939639,39.6472688695169,,./0.png
27.8867330610286,39.6472733321732,,./0.png
27.8866717288469,39.6472808571477,,./0.png
27.8866187462565,39.6472853612222,,./0.png
27.8865712080391,39.6472912554279,,./0.png
27.8865462634536,39.6473374075038,,./0.png
27.8866055174206,39.647331329271,,./0.png
27.8866309035326,39.6473294190518,,./0.png
27.8866681819522,39.6473411495099,,./0.png
27.8867657566061,39.6473221914718,,./0.png
27.8867953302293,39.6473101416602,,./0.png
27.8868269828376,39.647306371612,,./0.png
27.8868629496386,39.6473023775984,,./0.png
27.8869466380847,39.6473164241958,,./0.png
27.8870263291669,39.6473073289592,,./0.png
27.8870943191419,39.6472995619327,,./0.png
27.887172856083,39.6472773160875,,./0.png
27.8865083684438,39.6473417341949,,./0.png
27.886466000622,39.6473468248333,,./0.png
27.8864290750547,39.6473047679591,,./0.png
27.8864005425968,39.6473113748096,,./0.png
27.8863758830241,39.6472928732472,,./0.png
27.8863448371472,39.6472958753828,,./0.png
27.8863457361026,39.6473179911429,,./0.png
27.8863159244247,39.64732107936,,./0.png
27.8862783454661,39.647324417854,,./0.png
27.8862384228856,39.6473277742182,,./0.png
27.8862107272252,39.6473323716809,,./0.png
27.886184372217,39.6473356245049,,./0.png
27.8861399078191,39.6473407310208,,./0.png
27.8861505689295,39.6473835614206,,./0.png
27.8861177739146,39.6473847648996,,./0.png
27.8861762927997,39.6473790736231,,./0.png
27.8862163292144,39.6473749541529,,./0.png
27.8862934382973,39.6473665458705,,./0.png
27.8863179438336,39.647363308036,,./0.png
27.8863539191669,39.6473598862593,,./0.png
27.8864079832255,39.647353084573,,./0.png
27.8860759236454,39.6473904127797,,./0.png
27.8860613470317,39.6473500927376,,./0.png
27.8860278314711,39.6473528271063,,./0.png
27.8860374883772,39.647394329873,,./0.png
27.886000042625,39.6473984295195,,./0.png
27.8859938449688,39.6473574734076,,./0.png
27.8859647768774,39.6473607459765,,./0.png
27.8859625811104,39.6474013858862,,./0.png
27.885926092116,39.6473644739209,,./0.png
27.8859239218229,39.6474070201832,,./0.png
27.8858901628736,39.6474101383991,,./0.png
27.8858832239796,39.6473689969196,,./0.png
27.885843083491,39.6473746433881,,./0.png
27.8858477306191,39.6473521032941,,./0.png
27.8858561300917,39.6474151796576,,./0.png
27.8858035042317,39.6474206158934,,./0.png
27.8858301199811,39.6474184288698,,./0.png
27.8857810931856,39.6473811178237,,./0.png
27.8857579709678,39.6474250825853,,./0.png
27.885714030439,39.6474306048163,,./0.png
27.8857079726769,39.6473889988912,,./0.png
27.8856706807613,39.6474361225253,,./0.png
27.8856181038388,39.6473989907527,,./0.png
27.8856326409962,39.6474400743115,,./0.png
27.8855711503132,39.6474467989117,,./0.png
27.8856052448137,39.6474430294992,,./0.png
27.8855419722143,39.6474493099552,,./0.png
27.8855240888656,39.6474088618838,,./0.png
27.8854921662959,39.6474127669856,,./0.png
27.8855037432619,39.6474538731287,,./0.png
27.8854787151642,39.6474568102324,,./0.png
27.8854483755851,39.6474610086981,,./0.png
27.8854405255587,39.647418043275,,./0.png
27.8854009191229,39.6474230746314,,./0.png
27.8853841708085,39.6474251863385,,./0.png
27.8854166596735,39.6474656753634,,./0.png
27.8853776308272,39.6474694814336,,./0.png
27.8853413593187,39.6474728096581,,./0.png
27.8853039943907,39.6474768562055,,./0.png
27.8852761604911,39.6474803111112,,./0.png
27.8852387219391,39.6474849826021,,./0.png
27.8852022474252,39.6474879303002,,./0.png
27.8852421073621,39.647440901672,,./0.png
27.8852189485514,39.647443366757,,./0.png
27.8851911206859,39.6474472027257,,./0.png
27.88515564058,39.6474507149749,,./0.png
27.885174155449,39.6474904329735,,./0.png
27.8851386801912,39.647494327211,,./0.png
27.8851209053715,39.6474546035671,,./0.png
27.8851054347399,39.6474989667042,,./0.png
27.8850908562282,39.6474584555383,,./0.png
27.8850369021088,39.6474642069929,,./0.png
27.8850820810676,39.6475054382585,,./0.png
27.8850365055274,39.647529815619,,./0.png
27.8849873832917,39.6474695425974,,./0.png
27.8850122656569,39.6474668743114,,./0.png
27.8849531458871,39.6474738084758,,./0.png
27.8851386201875,39.6474315827867,,./0.png
27.8851669446156,39.6474279340614,,./0.png
27.884973188997,39.6475365916584,,./0.png
27.8849179176894,39.6474777007635,,./0.png
27.8849120937124,39.6475433507401,,./0.png
27.8848482866253,39.6475503214641,,./0.png
27.8848457402711,39.6474860696616,,./0.png
27.8848846600788,39.6474813870122,,./0.png
27.8847834071636,39.6474924569762,,./0.png
27.8847482341362,39.6475394497456,,./0.png
27.8847198495973,39.647499615843,,./0.png
27.8847033733386,39.6475424620698,,./0.png
27.8846676703993,39.6475478833162,,./0.png
27.8846848745635,39.6475040782762,,./0.png
27.8846584987959,39.647505804593,,./0.png
27.8846294378758,39.647509649819,,./0.png
27.8846297254874,39.6475516051939,,./0.png
27.884597710535,39.6475560441547,,./0.png
27.8845912604984,39.6475145177437,,./0.png
27.8845912621148,39.6474952558327,,./0.png
27.8845688408571,39.6474975241556,,./0.png
27.8845614498152,39.6475176055033,,./0.png
27.8845355827502,39.6475204722071,,./0.png
27.884524796561,39.6475646094785,,./0.png
27.8845577998764,39.6475603531249,,./0.png
